[DATABASE]
Software SN : AFH11119
Software version : Version 5.0.0

[USER]
User name : ACCESS LEVEL

[ANALYSER]
Analyser Type : Fox
Analyser ID : 3

[SEQUENCE]
Sequence name : 20160325-huajiaoyou-1
Sequence ID : 528

[Method]
Method name : huajiaoyou-20160325Method
Inj vol : ##################
Sample temperature : ##################
Method ID : 227

[ANALYSE STEP]
Injection date : 25/03/2016 19:21:01
Order : 28
Analyse step ID : 13085

[SAMPLE]
Sample Name : H7-1

[CHAMBER]
Chamber count : 3
ChSensor count : 6
ChSensor count : 6
ChSensor count : 6
ChControl count : 2
ChControl count : 2
ChControl count : 2
GeneralControl count : 1

[SENSOR NAME]
LY2/LG	LY2/G	LY2/AA	LY2/GH	LY2/gCTL	LY2/gCT	T30/1	P10/1	P10/2	P40/1	T70/2	PA/2	P30/1	P40/2	P30/2	T40/2	T40/1	TA/2	

[SENSOR SN]
LY2/LG/T11402060137511	LY2/G/T113030701276912	LY2/AA/T123030701272706	LY2/GH/T123030701275308	LY2/gCTL/T133030701270003	LY2/gCT/T122270701294510	T30/1/20103	P10/1/19101	P10/2/17112	P40/1/16105	T70/2/18116	PA/2/19102	P30/1/15114	P40/2/13116	P30/2/13113	T40/2/12112	T40/1/15102	TA/2/10115	

[SENSOR NP TYPE]
P	P	P	P	P	P	N	N	N	N	N	N	N	N	N	N	N	N	

[SENSOR DATA]
41	15177.0423489181	341407.759551233	454952.991265571	265740.668137585	213316.905456623	112415.498047939	236425.851253604	133224.880362333	141550.007752249	98821.1131134071	310739.308401524	175453.032207426	221776.107996627	85975.4972463308	20108.2965688486	101257.240013491	133306.920177458	117994.715597256
42	15164.9827205121	341407.759551233	454707.997732311	265740.668137585	213195.149232047	112293.638429459	237255.415643968	134833.876501975	141952.595942671	99707.0399628346	310946.329926108	176388.504535546	222292.827726349	86178.3653379927	20168.9855926982	101499.675544249	133692.385970742	118316.051968708
43	15140.8634637002	341163.89686584	454707.997732311	265618.992007485	213195.149232047	112232.708620219	238292.371131922	136442.872641617	142355.184133093	100552.697410015	311360.372975278	177220.035493875	222809.54745607	86340.6598113223	20239.7894538561	101742.111075008	134013.607465146	118701.655614451
44	15128.8038352942	341163.89686584	454463.00419905	265497.315877386	213073.393007471	112171.778810979	239329.326619876	138051.868781259	142838.289961599	101398.354857196	311567.394499862	177947.625082413	223532.955077681	86502.9542846518	20290.3636403975	101984.546605767	134334.828959549	119087.259260194
45	15104.6845784822	341041.965523143	454463.00419905	265497.315877386	213073.393007471	112049.919192499	240158.89101024	139660.8649209	143321.395790105	102244.012304377	311774.416024447	178779.156040742	224463.05059118	86705.8223763138	20340.9378269389	102146.170292939	134656.050453953	119408.595631646
46	15098.6547642793	340920.034180446	454463.00419905	265497.315877386	213073.393007471	111988.989383259	241299.54204699	141108.961446578	143643.466342442	103049.400349311	312188.459073616	179714.628368862	225289.802158735	86908.6904679757	20421.856525405	102388.605823697	134913.027649476	119794.199277388
47	15080.5653216703	340920.034180446	454218.010665789	265497.315877386	212951.636782896	111867.129764779	242232.801986149	142637.507779237	144126.572170948	103814.518991998	312395.480598201	180546.159327191	226323.241618179	87111.5585596377	20492.660386563	102631.041354456	135234.249143879	120179.802923131
48	15080.5653216703	340798.102837749	454218.010665789	265375.639747286	212829.88055832	111806.199955539	243166.061925308	144085.604304915	144529.160361369	104619.907036932	312809.52364737	181377.69028552	227356.681077623	87314.4266512996	20563.4642477209	102873.476885215	135619.714937163	120501.139294583
49	15068.5056932643	340798.102837749	454218.010665789	265253.963617187	212829.88055832	111745.270146299	244203.017413262	145533.700830593	145012.266189875	105344.756277373	313223.566696539	182209.221243849	228390.120537067	87517.2947429615	20644.3829461871	103115.912415973	135876.692132686	120886.742940326
50	15062.4758790613	340676.171495052	453973.017132528	265132.287487087	212708.124333744	111623.410527818	245136.277352421	146981.79735627	145414.854380297	106109.87492006	313430.588221124	183144.69357197	229423.55999651	87720.1628346235	20715.186807345	103277.536103145	136197.91362709	121208.079311778
51	15056.4460648583	340676.171495052	453973.017132528	265253.963617187	212708.124333744	111562.480718578	246069.53729158	148349.444074966	145897.960208803	106834.724160501	313844.631270293	183976.224530299	230560.343401899	87923.0309262854	20796.1055058112	103600.78347749	136519.135121493	121593.682957521
52	15038.3566222494	340432.308809658	453973.017132528	265132.287487087	212708.124333744	111562.480718578	247002.797230739	149717.090793661	146300.548399225	107599.842803188	314258.674319462	184911.696858419	231800.470753231	88125.8990179474	20846.6796923525	103762.407164663	136840.356615897	121915.019328973
53	15026.2969938434	340432.308809658	453728.023599267	265132.287487087	212708.124333744	111440.621100098	248039.752718693	151084.737512356	146783.654227731	108324.692043629	314465.695844047	185743.227816748	232937.254158619	88328.7671096093	20927.5983908187	104004.842695421	137161.5781103	122236.355700425
54	15026.2969938434	340310.377466961	453728.023599267	265010.611356987	212708.124333744	111379.691290858	248869.317109057	152371.93442407	147186.242418152	109009.271881823	314879.738893216	186678.700144868	234280.725455896	88531.6352012712	20988.2874146684	104247.27822618	137482.799604704	122557.692071878
55	15020.2671796404	340188.446124265	453728.023599267	265010.611356987	212586.368109169	111318.761481618	249802.577048216	153578.681528801	147669.348246658	109693.851720017	315293.781942386	187614.172472988	235520.852807228	88734.5032929332	21069.2061131346	104489.713756938	137739.776800227	122879.02844333
