[DATABASE]
Software SN : AFH11119
Software version : Version 5.0.0

[USER]
User name : ACCESS LEVEL

[ANALYSER]
Analyser Type : Fox
Analyser ID : 3

[SEQUENCE]
Sequence name : 20160325-huajiaoyou-2
Sequence ID : 529

[Method]
Method name : huajiaoyou-20160325Method
Inj vol : ##################
Sample temperature : ##################
Method ID : 227

[ANALYSE STEP]
Injection date : 25/03/2016 22:00:27
Order : 2
Analyse step ID : 13098

[SAMPLE]
Sample Name : Q11-2

[CHAMBER]
Chamber count : 3
ChSensor count : 6
ChSensor count : 6
ChSensor count : 6
ChControl count : 2
ChControl count : 2
ChControl count : 2
GeneralControl count : 1

[SENSOR NAME]
LY2/LG	LY2/G	LY2/AA	LY2/GH	LY2/gCTL	LY2/gCT	T30/1	P10/1	P10/2	P40/1	T70/2	PA/2	P30/1	P40/2	P30/2	T40/2	T40/1	TA/2	
7	15448.3839880525	351649.99233777	484352.215256885	272311.179162965	223179.159647254	119909.864584469	399401.265255649	228960.150671015	219249.528503626	143765.651890067	423151.996250976	355657.10131161	481327.216304145	121233.971577176	33065.4031607474	149421.098790858	162538.076168178	145115.505347824
8	15424.2647312405	357014.971416433	487782.124722538	275961.463065954	224883.746791314	121981.478098631	350046.384086986	212870.189274598	216350.89353259	129670.980136139	419632.630333037	353162.720706269	481534.060831994	121274.545195509	33065.4031607474	149501.910634444	162538.076168178	145115.505347824
9	15388.0858460226	360916.774382732	489497.079455364	278638.337928146	225857.79658792	123382.863711153	299447.262216592	186321.75297051	209104.306105001	113401.701883033	409695.597152975	343185.198284902	481740.905359842	121233.971577176	32933.9102757399	149501.910634444	162538.076168178	144665.634427791
10	15351.9069608047	363599.263922063	490967.04065493	280463.47987964	226466.577710798	124357.740658994	256728.331457162	157440.272263941	197590.283858942	98582.1612960457	394168.982809128	322814.42334128	480292.993664901	120868.809012185	32458.512922251	149501.910634444	162024.121777132	143444.556216272
11	15291.6088187748	365428.234062516	491457.027721452	281801.917310736	226831.846384525	125027.968560635	223774.99430056	132018.133257602	183902.285384606	86700.0230371498	375123.002547342	294129.046379853	474501.346885135	119692.174080545	31467.2588660402	149097.851416513	160674.991500637	141066.667067526
12	15231.310676745	366647.547489485	491702.021254713	282653.650221433	226953.602609101	125454.477225316	199199.149236041	111905.681512081	170294.804548355	77639.4075316418	355662.979236388	262533.558712194	462090.675214207	117379.477835599	29980.3777817239	147562.426388375	158105.219545409	137467.699707261
13	15171.0125347151	367379.135545666	491702.021254713	283140.354741832	226953.602609101	125637.266653036	181052.428196839	96979.6209653017	158217.158835705	70994.9561609359	337238.063548356	232516.844222756	441819.911485025	113930.720277346	28109.1328796932	144410.764488514	154443.294509209	132904.723232639
14	15110.7143926852	367866.860916454	491702.021254713	283627.05926223	226953.602609101	125759.126271516	168194.180146204	86119.1905793078	148071.93643708	66202.8972935784	320469.320057001	206115.736295809	414309.589281135	109467.622260784	26126.6247672715	139319.618342584	149689.216392037	127763.341289404
15	15056.4460648583	368110.723601848	491457.027721452	283992.087652529	226710.09015995	125820.056080756	158757.885205819	78516.889309112	139939.654990563	62860.5369071021	306184.834860662	184288.048639672	382248.687464572	104558.214442565	24174.4611667747	132612.235324931	144421.18388382	122429.157523297
16	14978.0584802195	368232.654944544	491457.027721452	284235.439912728	226710.09015995	125759.126271516	152121.370082911	73207.3455648483	133417.726305732	60524.9115767934	293763.543385584	166618.01577518	349153.563008765	99567.6593876809	22343.6756139771	125096.733871416	139088.907076721	117287.775580061
17	14917.7603381896	368232.654944544	491212.034188191	284357.116042828	226588.333935374	125698.196462276	147455.070387116	69707.8735515835	128425.632744504	59034.9436936654	283619.488680938	152585.930853378	317713.194775748	94942.2668977886	20745.5313192698	117500.420574314	133885.118867384	112724.79910544
18	14845.4025677538	368110.723601848	490967.04065493	284478.792172928	226466.577710798	125515.407034556	144136.812825662	67495.5636581403	124480.268478372	58108.7474419912	275131.606172968	141568.145655518	289168.649932615	90722.6105912202	19349.683770728	110631.413869488	129195.285049093	108804.495373723
19	14779.0746115209	368110.723601848	490722.047121669	284478.792172928	226223.065261647	125332.617606835	142062.901849753	66248.6253545632	121420.598231167	57706.0534195242	268092.874337091	132941.011962854	264347.306590759	87070.9849413053	18196.5923175848	104570.525600524	125212.138518489	105526.86438491
20	14712.7466552881	367866.860916454	490477.053588408	284478.792172928	226101.309037071	125149.828179115	140818.555264208	65765.9395596302	119085.586726722	57665.7840172775	262503.293173306	126187.665460456	243168.304807112	83946.8163297114	17255.9124479153	99560.1912981809	121871.434976693	102891.906139002
21	14652.4485132582	367744.929573757	490232.060055147	284478.792172928	225979.552812495	124906.108942155	140196.381971435	65846.387192119	117394.716326951	57867.131028511	257948.819632444	120990.479897834	225599.833996569	81350.1047564385	16466.9551378699	95725.2588546923	119173.174423703	100899.620635998
22	14592.1503712284	367501.066888363	489987.066521886	284357.116042828	225857.79658792	124662.389705195	139988.990873845	66409.5206195409	116025.916479517	58350.3638554714	254222.432189921	116884.703303363	210924.993672467	79240.2766031543	15839.835224757	92445.3324726153	117053.11256064	99421.4733273176
23	14531.8522291985	367379.135545666	489742.072988625	284357.116042828	225736.040363344	124540.530086714	140196.381971435	67294.4445769182	115059.704822505	58994.6742914187	251241.998742288	113818.363821416	198833.751996976	77455.0373965293	15334.0933593433	89975.2644564832	115447.005088623	98393.1969386705
24	14471.5540871686	367135.272860273	489497.079455364	284235.439912728	225614.284138768	124296.810849754	140714.859715413	68460.9352480065	114496.081355915	59759.792934106	248964.568180966	111427.65846261	188706.045294427	75994.3871365633	14919.385029704	88031.6043782153	114354.852007651	97686.2569214756
25	14411.2559451387	367013.341517576	489497.079455364	284235.439912728	225492.527914193	123992.161803554	141440.728556981	69868.7688165612	114012.975527409	60685.9891857802	247101.21590352	109660.615371319	180541.873564821	74898.8994415888	14585.595398531	86573.8593195144	113519.676122202	97236.3860014425
26	14350.9578031089	366647.547489485	489252.085922103	284113.763782629	225370.771689617	123870.302185074	142477.684044935	71477.7214663381	113851.94025124	61652.454839701	245651.941909951	108413.290836289	173721.173132493	74046.8534566086	14342.8393031324	85561.5363620833	113069.966030037	97107.8514528616
27	14290.659661079	366525.616146788	488762.098855581	283992.087652529	225127.259240465	123565.653138873	143514.639532889	73207.3455648483	113771.422613156	62699.4592981153	244616.746200258	107633.713001896	168243.943997441	73357.101944958	14160.7722315835	84792.1709144355	112812.988834514	97172.1187271521
28	14248.4509616581	366403.684804091	488762.098855581	283748.73539233	225127.259240465	123382.863711153	144551.595020844	75097.8649283361	113851.94025124	63827.002561023	243892.109203474	107113.994445634	163696.810375888	72870.2185249694	13998.9348346511	84265.7629765713	112684.500236752	97300.653275733
29	14182.1230054252	366281.753461395	488517.105322321	283748.73539233	224883.746791314	123200.074283433	145795.941606389	77028.6081080684	114012.975527409	64994.8152261773	243270.991777659	106906.107023129	160183.11621378	72505.0559599779	13928.1309734932	83982.3125484906	112812.988834514	97557.7223728947
30	14145.9441202073	366037.890776001	488272.11178906	283627.05926223	224883.746791314	122895.425237232	147143.98374073	79039.7989202895	114254.528441662	66122.358489085	242960.433064751	106958.078878755	157186.141781393	72302.1878683159	13847.212275027	83901.3267118961	113005.721731156	98007.5932929278
31	14097.7056065834	365915.959433304	488027.118255799	283505.383132131	224761.990566738	122712.635809512	148492.025875071	81091.213548755	114657.116632084	67370.7099587327	242856.913493782	107165.96630126	155015.918916561	72180.4670133188	13786.5232511774	83860.8337935989	113326.94322556	98457.4642129609
32	14043.4372787565	365672.09674791	487782.124722538	283383.707002031	224640.234342163	122468.916572552	149840.068009411	83182.851993465	114979.187184421	68578.7920261338	242753.393922813	107529.769290644	153155.727889562	72139.8933949864	13786.5232511774	83982.3125484906	113648.164719963	98971.6024072845
33	13995.1987651326	365428.234062516	487782.124722538	283262.030871931	224518.478117587	122347.056954072	151291.805692547	85314.7142544193	115462.293012927	69746.6046912882	242753.393922813	108049.487846906	151812.256592285	72221.0406316512	13786.5232511774	84144.2842216796	114097.874812128	99485.740601608
34	13952.9900657117	365306.30271982	487537.131189277	283262.030871931	224396.721893011	122164.267526351	152639.847826888	87406.3526991293	115864.881203349	70994.9561609359	242960.433064751	108673.150114421	150778.817132842	72302.1878683159	13816.8677631022	84387.2417314631	114611.829203174	100128.413344512
35	13904.7515520878	365062.440034426	487292.137656016	283018.678611732	224274.965668436	121859.618480151	153987.889961229	89538.2149600837	116428.504669939	72162.7688260903	243167.472206689	109296.812381935	150262.09740312	72423.9087233131	13857.3271123353	84630.1992412465	115061.539295338	100706.818813127
36	13874.6024810729	364940.508691729	487292.137656016	282897.002481633	224274.965668436	121737.758861671	155439.627644365	91670.077221038	116911.610498445	73370.8508934914	243478.030919597	110076.390216328	149952.065565287	72626.776814975	13907.9012988766	84913.6496693273	115575.493686384	101285.224281741
37	13832.393781652	364818.577349032	487047.144122755	282775.326351533	224153.20944386	121494.039624711	156891.365327501	93761.715665748	117394.716326951	74538.6635586457	243788.589632505	110959.911761974	149848.721619342	72870.2185249694	13988.8199973428	85278.0859340025	116153.69237631	101927.897024645
38	13796.2148964341	364696.646006335	486802.150589494	282775.326351533	224031.453219284	121372.18000623	158239.407461842	95853.3541104579	117958.339793541	75746.7456260468	244099.148345412	111843.43330762	149952.065565287	73073.0866166313	14049.5090211925	85642.5221986777	116667.646767356	102570.569767549
39	13754.0061970132	364574.714663638	486557.157056233	282531.974091334	223787.940770133	121128.46076927	159794.840693774	97944.9925551679	118521.963260131	76914.5582912012	244616.746200258	112830.898564518	150262.09740312	73357.101944958	14100.0832077338	85925.9726267585	117245.845457282	103148.975236163
40	13717.8273117952	364330.851978245	486312.163522972	282410.297961234	223909.696994709	121006.60115079	161142.882828114	99996.4071836334	119166.104364806	78082.3709563555	245030.824484135	113766.39196579	150778.817132842	73641.1172732847	14170.8870688918	86290.4088914337	117759.799848328	103855.915253358
41	13681.6484265773	364208.920635548	486067.169989711	282288.621831134	223787.940770133	120823.81172307	162594.620511251	102047.821812099	119810.245469481	79209.9142192632	245548.422338981	114857.80093394	151295.536862564	73925.1326016115	14261.9206046662	86614.3522378117	118337.998538254	104434.320721972
42	13651.4993555624	363965.057950154	486067.169989711	282288.621831134	223666.184545557	120641.02229535	163942.662645591	104018.788808076	120373.868936071	80377.7268844175	245962.500622858	115897.238046465	152018.944484174	74209.1479299382	14322.6096285159	86978.7885024869	118851.9529293	105012.726190586
43	13621.3502845475	363843.126607457	485822.17645645	282045.269570935	223544.428320981	120458.232867629	165290.704779932	105989.755804052	120937.492402661	81465.0007450785	246480.098477704	116988.647014615	152949.039997674	74533.7368765973	14403.5283269821	87343.2247671621	119430.151619226	105655.398933491
44	13585.1713993295	363721.19526476	485822.17645645	282045.269570935	223422.672096406	120336.373249149	166742.442463068	107920.498983785	121581.633507336	82592.5440079862	246997.69633255	118028.08412714	153775.791565229	74858.3258232564	14504.6767000648	87667.1681135401	119944.106010272	106298.071676395
45	13561.0521425176	363599.263922063	485822.17645645	281923.593440836	223300.91587183	120092.654012189	168090.484597409	109851.242163517	122225.774612011	83679.8178686471	247515.294187397	119171.464950916	154705.887078728	75182.9147699155	14595.7102358393	88031.6043782153	120522.304700198	106876.477145009
46	13524.8732572997	363355.40123667	485577.182923189	281801.917310736	223179.159647254	119970.794393709	169542.222280545	111781.985343249	122869.915716685	84767.0917293081	248136.411613212	120314.845774693	155739.326538172	75466.9300982422	14676.6289343055	88355.5477245933	121036.259091244	107454.882613623
47	13500.7540004877	363233.469893973	485332.189389928	281558.565050537	223179.159647254	119848.934775229	170786.56886609	113632.280890493	123433.539183275	85814.0961877223	248757.529039027	121458.22659847	156979.453889504	75791.5190449013	14757.5476327716	88679.4910709713	121550.213482289	108033.288082237
48	13470.6049294728	363111.538551276	485332.189389928	281558.565050537	223179.159647254	119727.075156748	172238.306549226	115482.576437736	124077.68028795	86780.5618416432	249275.126893873	122653.579277873	158116.237294892	76116.1079915604	14848.5811685461	89043.9273356465	122064.167873335	108611.693550851
49	13452.5154868638	362989.607208579	485087.195856667	281436.888920437	223057.403422679	119544.285729028	173586.348683567	117252.42435249	124721.821392625	87827.5663000574	249999.763890658	123744.988246024	159253.02070028	76481.2705565519	14919.385029704	89408.3636003217	122578.122264381	109190.099019465
50	13428.3962300519	362867.675865882	484842.202323406	281315.212790337	222935.647198103	119422.426110548	174830.695269112	119062.496083489	125285.444859215	88834.301356225	250620.881316473	124888.3690698	160596.491997557	76805.859503211	15010.4185654785	89732.3069466997	123156.320954307	109768.504488079
51	13404.2769732399	362623.813180488	484842.202323406	281193.536660238	222813.890973527	119239.636682828	176178.737403453	120751.896365755	125929.58596389	89800.7670101459	251138.479171319	125979.778037951	161939.963294834	77089.8748315378	15101.452101253	90056.2502930777	123606.031046472	110282.642682403
52	13380.157716428	362501.881837792	484597.208790145	281071.860530138	222692.134748952	119178.706873588	177526.779537794	122441.296648021	126493.20943048	90767.2326640667	251759.596597134	127175.130717354	163283.434592111	77414.4637781969	15192.4856370274	90380.1936394557	124119.985437518	110796.780876726
53	13362.068273819	362379.950495095	484352.215256885	281071.860530138	222692.134748952	119056.847255108	178874.821672135	124090.473114042	127056.83289707	91693.4289157409	252277.194451981	128266.539685504	164626.905889388	77739.052724856	15293.6340101102	90744.6299041309	124633.939828563	111310.91907105
54	13343.9788312101	362379.950495095	484352.215256885	280950.184400039	222570.378524376	118874.057827387	180119.16825768	125699.425763819	127620.456363661	92619.625167415	253001.831448765	129461.892364907	166073.721132609	78063.6416715151	15354.3230339598	91028.0803322116	125147.894219609	111889.324539664
55	13325.8893886011	362136.087809701	484107.221723624	280828.508269939	222448.6222998	118752.198208907	181363.514843225	127308.378413596	128264.597468335	93505.5520168425	253519.429303611	130553.301333058	167417.192429886	78347.6569998418	15445.3565697343	91392.5165968868	125533.360012893	112403.462733987
56	13307.7999459921	361892.225124307	483862.228190363	280706.832139839	222448.6222998	118569.408781187	182711.556977566	128917.331063373	128828.220934925	94431.7482685166	254140.546729426	131696.682156835	168760.663727163	78631.6723281685	15526.2752682005	91716.4599432648	126111.558702819	112853.33365402
57	13289.7105033832	361770.29378161	483862.228190363	280585.15600974	222448.6222998	118508.478971947	183955.903563111	130445.836080661	129472.3620396	95317.675117944	254761.664155242	132788.091124985	170310.822916328	78956.2612748276	15607.1939666667	91999.9103713455	126561.268794984	113367.471848344
58	13265.5912465712	361770.29378161	483617.234657102	280585.15600974	222326.866075224	118386.619353467	185200.250148656	132018.133257602	130035.98550619	96163.3325651248	255382.781581057	133931.471948762	171757.63815955	79280.8502214867	15708.3423397494	92283.3607994263	127010.978887149	113881.610042668
59	13253.5316181653	361648.362438914	483617.234657102	280341.80374954	222326.866075224	118264.759734987	186444.596734202	133466.22978328	130599.608972781	97008.9900123056	256003.899006872	135022.880916913	173307.797348715	79564.8655498134	15799.3758755239	92607.3041458042	127460.688979314	114331.480962701
60	13241.4719897593	361526.431096217	483372.241123841	280463.47987964	222205.109850649	118203.829925747	187585.247770952	134994.776115939	131243.750077455	97814.3780572396	256521.496861718	136166.26174069	174651.268645992	79848.8808781402	15900.5242486066	92890.754573885	127910.399071479	114781.351882734
61	13223.3825471503	361404.49975352	483372.241123841	280220.127619441	222083.353626073	118081.970307266	188829.594356497	136442.872641617	131807.373544046	98660.0355044203	257142.614287534	137257.67070884	176201.427835158	80092.3225881345	15971.3281097645	93214.6979202629	128360.109163644	115295.490077057
62	13205.2931045414	361282.568410823	483127.24759058	280098.451489341	222083.353626073	117899.180879546	190177.636490838	137890.969167294	132370.997010636	99465.4235493544	257763.731713349	138401.051532617	177544.899132435	80376.3379164612	16032.0171336142	93498.1483483437	128809.819255809	115745.360997091
63	13199.2632903384	361160.637068126	483127.24759058	279976.775359241	221961.597401497	117838.251070306	191214.591978792	139258.61588599	132934.620477226	100270.811594288	258384.849139164	139544.432356394	179095.0583216	80660.3532447879	16123.0506693886	93781.5987764244	129195.285049093	116130.964642833
64	13193.2334761354	361038.705725429	483127.24759058	279976.775359241	221961.597401497	117716.391451826	192562.634113133	140626.262604685	133498.243943816	101076.199639222	259005.96656498	140635.841324544	180541.873564821	80903.7949547822	16203.9693678548	94105.5421228024	129644.995141258	116580.835562866
65	13175.1440335264	360916.774382732	482882.254057319	279855.099229142	221839.841176922	117594.531833346	193703.285149883	141993.909323381	134061.867410407	101801.048879663	259627.083990795	141727.250292695	181988.688808043	81187.810283109	16284.888066321	94388.9925508831	130030.460934542	117030.706482899
66	13163.0844051205	360672.911697339	482637.260524058	279733.423099042	221718.084952346	117533.602024106	194740.240637837	143281.106235094	134625.490876997	102566.16752235	260248.20141661	142818.659260845	183538.847997208	81471.8256114357	16345.5770901707	94672.4429789639	130415.926727826	117416.310128642
67	13163.0844051205	360672.911697339	482637.260524058	279611.746968943	221718.084952346	117411.742405626	196088.282772178	144568.303146808	135189.114343587	103291.016762791	260869.318842425	143910.068228996	184985.66324043	81715.26732143	16426.4957886368	94955.8934070446	130865.636819991	117866.181048675
68	13144.9949625115	360550.980354642	482392.266990797	279490.070838843	221596.32872777	117289.882787145	197125.238260132	145855.500058521	135672.220172093	104056.135405478	261386.916697272	144949.50534152	186535.822429595	81999.2826497567	16497.2996497948	95239.3438351253	131251.102613276	118251.784694418
69	13132.9353341055	360429.049011945	482392.266990797	279490.070838843	221596.32872777	117228.952977905	198369.584845677	147142.696970234	136235.843638684	104740.715243672	262008.034123087	145988.942454045	187982.637672816	82242.7243597511	16568.1035109527	95522.794263206	131636.56840656	118701.655614451
70	13120.8757056995	360307.117669248	482392.266990797	279368.394708743	221474.572503195	117168.023168665	199510.235882427	148349.444074966	136799.467105274	105425.295081866	262629.151548902	147028.379566569	189532.796861982	82445.592451413	16649.0222094189	95765.7517729895	132086.278498725	119087.259260194
71	13120.8757056995	360307.117669248	482147.273457536	279368.394708743	221474.572503195	117046.163550185	200547.191370382	149475.741372715	137363.090571864	106109.87492006	263250.268974717	148119.788534719	190979.612105203	82729.6077797397	16729.9409078851	96049.2022010702	132407.499993128	119408.595631646
72	13114.8458914966	360063.254983854	481902.279924275	279125.042448544	221474.572503195	116924.303931705	201687.842407132	150762.938284428	137846.19640037	106794.454758254	263767.866829564	149107.253791618	192426.427348424	82973.0494897341	16810.8596063513	96373.1455474482	132857.210085293	119794.199277388
73	13108.8160772936	360063.254983854	481902.279924275	279125.042448544	221352.816278619	116802.444313225	202828.493443881	151889.235582177	138409.819866961	107438.765194201	264388.984255379	150198.662759768	193873.242591646	83257.0648180608	16881.6634675092	96616.1030572317	133178.431579697	120179.802923131
74	13090.7266346846	359819.392298461	481657.286391014	279003.366318444	221231.060054043	116741.514503985	203969.144480631	153015.532879927	138892.925695466	108083.075630149	265010.101681194	151186.128016666	195320.057834867	83459.9329097227	16972.6970032836	96899.5534853124	133563.897372981	120565.406568874
75	13084.6968204816	359819.392298461	481657.286391014	279003.366318444	221231.060054043	116680.584694745	205006.099968586	154141.830177676	139376.031523972	108727.386066096	265527.69953604	152225.565129191	196766.873078088	83703.374619717	17033.3860271333	97183.0039133932	133949.363166265	120886.742940326
76	13084.6968204816	359575.529613067	481657.286391014	278881.690188345	221109.303829467	116558.725076265	206146.751005335	155268.127475425	139939.654990563	109371.696502043	266045.297390886	153213.030386089	198213.688321309	83906.242711379	17083.9602136747	97466.4543414739	134334.828959549	121272.346586069
77	13078.6670062786	359575.529613067	481657.286391014	278881.690188345	221109.303829467	116497.795267024	207183.70649329	156313.974966192	140503.278457153	109975.737535744	266666.414816702	154252.467498613	199660.503564531	84149.6844213733	17144.6492375243	97668.9189329601	134656.050453953	121657.950231811
78	13072.6371920756	359209.735584976	481412.292857753	278760.014058245	220987.547604892	116375.935648544	208324.35753004	157440.272263941	140986.384285659	110620.047971691	267287.532242517	155291.904611138	201107.318807752	84352.5525130352	17215.4530986822	97952.3693610409	134977.271948356	121915.019328973
79	13060.5775636697	359331.666927673	481412.292857753	278638.337928146	220987.547604892	116315.005839304	209361.313017994	158486.119754708	141469.490114165	111183.819603145	267908.649668332	156279.369868036	202554.134050973	84595.9942230296	17276.1421225319	98235.8197891216	135362.737741641	122236.355700425
80	13066.6073778727	359209.735584976	481167.299324492	278638.337928146	220865.791380316	116254.076030064	210398.268505949	159531.967245475	142033.113580755	111787.860636845	268426.247523178	157214.863269308	203897.60534825	84839.4359330239	17357.060820998	98478.7772989051	135683.959236044	122557.692071878
81	13054.5477494667	359087.804242279	481167.299324492	278516.661798046	220865.791380316	116132.216411584	211538.919542698	160577.814736243	142516.219409261	112351.632268299	269047.364948994	158306.272237458	205344.420591471	85001.7304063535	17427.864682156	98762.2277269858	136005.180730448	122943.29571762
82	13054.5477494667	358965.872899582	480922.305791231	278394.985667946	220865.791380316	116071.286602344	212575.875030653	161543.212420028	142999.325237767	112955.673302	269564.96280384	159241.76563873	206791.235834693	85245.1721163478	17488.5537060056	98964.692318472	136390.646523732	123264.632089073
83	13048.5179352637	358722.010214189	480677.31225797	278273.309537847	220622.278931165	115949.426983864	213612.830518607	162508.610103813	143482.431066273	113519.444933453	270082.560658686	160229.230895628	208134.707131969	85448.0402080097	17549.2427298553	99248.1427465528	136711.868018135	123585.968460525
84	13054.5477494667	358722.010214189	480677.31225797	278273.309537847	220744.03515574	115888.497174624	214546.090457766	163474.007787598	143965.536894779	114042.947162661	270703.678084501	161216.696152526	209581.522375191	85691.4819180041	17620.0465910132	99491.1002563363	137033.089512539	123843.037557687
85	13042.4881210607	358600.078871492	480677.31225797	278151.633407747	220622.278931165	115827.567365384	215583.045945721	164439.405471383	144448.642723285	114566.449391868	271221.275939347	162152.189553798	211028.337618412	85853.7763913336	17670.6207775545	99774.550684417	137290.066708062	124164.373929139
86	13048.5179352637	358478.147528795	480432.318724709	278029.957277647	220500.522706589	115705.707746903	216620.001433675	165404.803155168	144931.748551791	115089.951621075	271738.873794193	163087.68295507	212371.808915689	86056.6444829956	17741.4246387125	100017.5081942	137611.288202465	124485.710300591
87	13048.5179352637	358478.147528795	480432.318724709	278029.957277647	220500.522706589	115644.777937663	217656.956921629	166289.751031971	145414.854380297	115613.453850282	272256.471649039	164023.176356342	213715.280212966	86259.5125746575	17791.9988252538	100260.465703984	137932.509696869	124742.779397753
88	13030.4284926547	358356.216186098	480432.318724709	277908.281147548	220500.522706589	115583.848128423	218590.216860788	167094.249101791	145897.960208803	116136.956079489	272877.589074855	165010.64161324	215162.095456187	86462.3806663195	17872.91752372	100503.423213767	138189.486892391	124999.848494915
89	13030.4284926547	358112.353500704	480187.325191449	277908.281147548	220378.766482013	115522.918319183	219627.172348743	167979.196978594	146381.066037309	116620.18890645	273395.186929701	165946.135014512	216402.222807519	86665.2487579814	17943.7213848779	100786.873641848	138510.708386795	125256.917592076
90	13036.4583068577	358112.353500704	480187.325191449	277786.605017448	220378.766482013	115401.058700703	220560.432287902	168864.144855397	146864.171865815	117103.42173341	273912.784784547	166881.628415784	217745.694104796	86868.1168496433	18004.4104087276	100989.338233334	138831.929881198	125578.253963529
91	13024.3986784518	358112.353500704	479942.331658188	277664.928887349	220257.010257438	115401.058700703	221597.387775856	169749.0927322	147266.760056237	117586.65456037	274533.902210362	167765.14996143	219089.165402073	87030.4113229729	18054.9845952689	101232.295743118	139153.151375602	125899.590334981
92	13030.4284926547	357868.490815311	479942.331658188	277664.928887349	220257.010257438	115279.199082223	222530.647715015	170553.590802021	147749.865884743	118069.887387331	274947.980494239	168804.587073954	220432.63669935	87233.2794146348	18105.5587818103	101475.253252901	139410.128571125	126092.392157852
93	13024.3986784518	357746.559472614	479942.331658188	277543.252757249	220257.010257438	115218.269272983	223463.907654174	171438.538678824	148152.454075164	118553.120214291	275569.097920054	169636.136763974	221776.107996627	87436.1475062968	18176.3626429682	101677.717844388	139667.105766648	126349.461255014
94	13024.3986784518	357746.559472614	479697.338124927	277421.576627149	220135.254032862	115096.409654503	224397.167593333	172243.036748645	148635.55990367	118996.083639005	276086.6957749	170567.787827243	223119.579293904	87598.4419796263	18216.8219922013	101961.168272468	139924.08296217	126606.530352176
95	13018.3688642488	357624.628129917	479452.344591666	277299.90049705	220135.254032862	115035.479845263	225434.123081287	173127.984625448	149118.665732176	119479.316465965	276604.293629746	171503.260155363	224463.05059118	87801.3100712883	18287.6258533593	102163.632863955	140245.304456574	126863.599449337
96	13030.4284926547	357502.69678722	479452.344591666	277299.90049705	220013.497808286	114974.550036023	226367.383020446	173852.032888287	149601.771560682	119922.279890679	277225.411055562	172438.732483483	225806.521888457	88004.1781629502	18338.2000399006	102406.590373738	140502.281652097	127120.668546499
