[DATABASE]
Software SN : AFH11119
Software version : Version 5.0.0

[USER]
User name : ACCESS LEVEL

[ANALYSER]
Analyser Type : Fox
Analyser ID : 3

[SEQUENCE]
Sequence name : 20160325-huajiaoyou-2
Sequence ID : 529

[Method]
Method name : huajiaoyou-20160325Method
Inj vol : ##################
Sample temperature : ##################
Method ID : 227

[ANALYSE STEP]
Injection date : 25/03/2016 23:11:40
Order : 10
Analyse step ID : 13106

[SAMPLE]
Sample Name : Q14-1

[CHAMBER]
Chamber count : 3
ChSensor count : 6
ChSensor count : 6
ChSensor count : 6
ChControl count : 2
ChControl count : 2
ChControl count : 2
GeneralControl count : 1

[SENSOR NAME]
LY2/LG	LY2/G	LY2/AA	LY2/GH	LY2/gCTL	LY2/gCT	T30/1	P10/1	P10/2	P40/1	T70/2	PA/2	P30/1	P40/2	P30/2	T40/2	T40/1	TA/2	

[SENSOR SN]
LY2/LG/T11402060137511	LY2/G/T113030701276912	LY2/AA/T123030701272706	LY2/GH/T123030701275308	LY2/gCTL/T133030701270003	LY2/gCT/T122270701294510	T30/1/20103	P10/1/19101	P10/2/17112	P40/1/16105	T70/2/18116	PA/2/19102	P30/1/15114	P40/2/13116	P30/2/13113	T40/2/12112	T40/1/15102	TA/2/10115	

[SENSOR NP TYPE]
P	P	P	P	P	P	N	N	N	N	N	N	N	N	N	N	N	N	

[SENSOR DATA]
29	13555.0223283146	382010.896669291	510321.529782545	294334.558710997	232554.388939583	125332.617606835	147662.461484707	78999.575104045	115462.293012927	67129.0935452525	241200.600358274	110336.249494459	160493.148051613	72099.319776654	12936.8769172823	83253.4400191402	118145.265641612	103213.242510454
30	13500.7540004877	381645.1026412	510076.536249284	294334.558710997	232432.632715007	125088.898369875	149010.503619048	80970.5421000217	115784.363565264	68256.6368081602	240786.522074398	110284.277638833	157496.173619226	71896.451684992	12876.1878934327	83172.4541825457	118594.975733777	103663.113430487
31	13452.5154868638	381523.171298503	509831.542716023	294091.206450798	232310.876490432	124906.108942155	150358.545753389	83021.9567284873	116186.951755686	69424.4494733146	240579.482932459	110492.165061338	155119.262862505	71815.3044483273	12845.8433815079	83212.9471008429	119044.685825942	104177.251624811
32	13404.2769732399	381279.30861311	509586.549182762	293969.530320699	232189.120265856	124540.530086714	151602.892338934	85113.5951731972	116670.057584192	70592.2621384689	240579.482932459	110803.996195095	153362.415781451	71815.3044483273	12835.7285441996	83334.4258557346	119558.640216988	104755.657093425
33	13350.008645413	381035.445927716	509341.555649501	293847.854190599	232067.36404128	124357.740658994	153054.63002207	87205.2336179072	117153.163412698	71800.34420587	240579.482932459	111271.742895731	151915.60053823	71855.8780666597	12855.9582188162	83496.3975289236	120136.838906914	105334.062562038
34	13301.7701317891	380791.583242322	509096.56211624	293604.5019304	231823.851592129	124114.021422034	154402.672156411	89377.319695106	117636.269241204	73008.426273271	240683.002503428	111843.43330762	150985.50502473	71977.5989216568	12876.1878934327	83779.8479570044	120715.03759684	105976.735304943
35	13253.5316181653	380547.720556928	508851.568582979	293604.5019304	231823.851592129	123992.161803554	155854.409839547	91509.1819560603	118199.892707794	74176.2389384254	240993.561216336	112571.039286387	150158.753457175	72099.319776654	12926.7620799741	84063.2983850851	121293.236286767	106555.140773557
36	13217.3527329473	380181.926528838	508606.575049718	293239.473540101	231580.339142977	123809.372375834	157202.451973888	93600.8204007703	118763.516174384	75384.3210058265	241304.119929244	113350.61712078	149745.377673398	72302.1878683159	12977.3362665154	84427.7346497603	121935.679275574	107197.813516461
37	13175.1440335264	380059.995186141	508361.581516457	293117.797410001	231458.582918402	123443.793520393	158550.494108228	95732.6826617246	119327.139640975	76552.1336709808	241511.159071182	114182.1668108	149642.033727454	72505.0559599779	13038.0252903651	84711.185077841	122513.8779655	107840.486259366
38	13126.9055199025	379816.132500747	508116.587983196	292996.121279902	231215.07046925	123321.933901913	160105.92734016	97824.3211064346	119890.763107565	77760.2157383819	241925.237355059	115065.688356445	149642.033727454	72748.4976699722	13098.7143142147	85075.6213425163	123156.320954307	108483.15900227
