[DATABASE]
Software SN : AFH11119
Software version : Version 5.0.0

[USER]
User name : ACCESS LEVEL

[ANALYSER]
Analyser Type : Fox
Analyser ID : 3

[SEQUENCE]
Sequence name : 20160325-huajiaoyou-1
Sequence ID : 528

[Method]
Method name : huajiaoyou-20160325Method
Inj vol : ##################
Sample temperature : ##################
Method ID : 227

[ANALYSE STEP]
Injection date : 25/03/2016 20:58:55
Order : 39
Analyse step ID : 13096

[SAMPLE]
Sample Name : Q10-3

[CHAMBER]
Chamber count : 3
ChSensor count : 6
ChSensor count : 6
ChSensor count : 6
ChControl count : 2
ChControl count : 2
ChControl count : 2
GeneralControl count : 1

[SENSOR NAME]
LY2/LG	LY2/G	LY2/AA	LY2/GH	LY2/gCTL	LY2/gCT	T30/1	P10/1	P10/2	P40/1	T70/2	PA/2	P30/1	P40/2	P30/2	T40/2	T40/1	TA/2	

[SENSOR SN]
LY2/LG/T11402060137511	LY2/G/T113030701276912	LY2/AA/T123030701272706	LY2/GH/T123030701275308	LY2/gCTL/T133030701270003	LY2/gCT/T122270701294510	T30/1/20103	P10/1/19101	P10/2/17112	P40/1/16105	T70/2/18116	PA/2/19102	P30/1/15114	P40/2/13116	P30/2/13113	T40/2/12112	T40/1/15102	TA/2/10115	

[SENSOR NP TYPE]
P	P	P	P	P	P	N	N	N	N	N	N	N	N	N	N	N	N	

[SENSOR DATA]
29	11836.5252804633	391713.968567437	530166.005976681	299931.66069558	236207.075676854	123931.231994314	148699.416972662	80970.5421000217	115220.740098674	67451.2487632261	230538.084548445	111011.8836176	158632.957024614	71815.3044483273	12835.7285441996	84103.7913033823	113776.653317724	98585.9987615418
30	11812.4060236514	391226.155406083	530166.005976681	299809.984565481	236085.319452278	123687.512757353	150047.459107002	82981.7329122428	115542.810651011	68578.7920261338	230434.564977476	111115.827328853	156256.046267894	71693.5835933301	12805.3840322748	84063.2983850851	114033.630513247	98971.6024072845
31	11782.2569526364	391226.155406083	529921.01244342	299444.956175182	235963.563227703	123504.723329633	151291.805692547	85033.1475407084	115864.881203349	69786.8740935349	230434.564977476	111427.65846261	154395.855240895	71653.0099749977	12785.1543576582	84103.7913033823	114290.60770877	99421.4733273176
32	11740.0482532155	390982.248825406	529676.018910159	299323.280045082	235841.807003127	123321.933901913	152536.152278093	87084.5621691739	116186.951755686	70914.4173564425	230434.564977476	111843.43330762	153052.383943618	71653.0099749977	12805.3840322748	84225.2700582741	114676.073502054	99935.6115216412
33	11721.9588106066	390738.342244729	529431.025376898	299201.603914983	235720.050778551	123078.214664953	153884.194412434	89176.2006138838	116670.057584192	72122.4994238436	230538.084548445	112363.151863882	152018.944484174	71774.7308299949	12835.7285441996	84387.2417314631	115061.539295338	100449.749715965
34	11697.8395537946	390494.435664051	529186.031843637	299079.927784883	235598.294553975	122834.495427992	155232.236546774	91267.8390585938	117072.645774613	73290.312088998	230848.643261353	112986.814131397	151502.224754452	71937.0253033244	12855.9582188162	84630.1992412465	115511.249387503	101028.155184579
35	11661.6606685767	390250.529083374	528941.038310376	298836.575524684	235476.5383294	122712.635809512	156580.278681115	93319.2536870593	117555.751603119	74458.1247541523	231055.682403291	113714.420110164	150985.50502473	72058.7461583216	12906.5324053575	84913.6496693273	115960.959479668	101606.560653193
36	11637.5414117648	390006.622502697	528696.044777115	298836.575524684	235354.782104824	122468.916572552	157824.62526666	95410.8921317693	118038.857431625	75585.66801706	231366.241116199	114545.969800183	150778.817132842	72261.6142499835	12967.2214292072	85197.100097408	116539.158169595	102184.966121807
37	11607.3923407498	389762.71592202	528451.051243854	298471.547134385	235354.782104824	122286.127144832	159172.667401001	97462.3067602348	118602.480898216	76753.4806822144	231676.799829106	115377.519490203	150778.817132842	72464.4823416455	13017.7956157485	85521.043443786	116988.86826176	102763.371590421
38	11589.3028981409	389518.809341343	528206.057710593	298471.547134385	235233.025880248	122042.407907871	160520.709535342	99473.4975724559	119085.586726722	77921.2933473687	232194.397683953	116261.041035848	150985.50502473	72707.9240516398	13068.3698022899	85804.4938718667	117567.066951686	103406.044333325
39	11565.1836413289	389518.809341343	527961.064177332	298349.871004285	234989.513431097	121920.548289391	161868.751669682	101524.912200921	119649.210193312	79048.8366102764	232608.475967829	117196.53443712	151398.880808508	72991.9393799665	13139.1736634478	86128.4372182447	118016.777043851	103984.449801939
40	11541.064384517	389274.902760666	527961.064177332	298228.194874186	234989.513431097	121676.829052431	163113.098255228	103495.879196898	120212.833659902	80176.379873184	233022.554251706	118183.999694018	151915.60053823	73235.3810899609	13209.9775246057	86452.3805646227	118530.731434896	104562.855270553
41	11516.945127705	389030.996179989	527471.077110811	298106.518744086	234867.757206521	121554.969433951	164461.140389568	105466.846192875	120856.974764577	81303.9231360917	233436.632535583	119223.436806543	152535.664213896	73519.3964182876	13270.6665484554	86735.8309927034	119044.685825942	105141.260739167
42	11504.885499299	388787.089599312	527226.08357755	297863.166483887	234746.000981946	121372.18000623	165809.182523909	107437.813188851	121420.598231167	82391.1969967527	233954.230390429	120262.873919067	153362.415781451	73843.9853649467	13361.7000842299	87100.2672573786	119622.884515868	105783.933482072
43	11480.7662424871	388543.183018635	527226.08357755	297741.490353787	234502.488532794	121311.25019699	167157.22465825	109368.556368584	121984.221697758	83438.2014551669	234471.828245275	121302.311031591	154085.823403062	74128.0006932734	13442.618782696	87383.7176854594	120136.838906914	106362.338950686
44	11456.6469856752	388299.276437957	526981.090044289	297619.814223687	234502.488532794	121067.53096003	168297.875695	111259.075732072	122547.845164348	84525.4753158279	234989.426100121	122393.719999742	155015.918916561	74452.5896399325	13523.5374811622	87707.6610318373	120650.79329796	107005.01169359
45	11444.5873572692	388055.36985728	526981.090044289	297619.814223687	234380.732308219	120884.74153231	169749.613378136	113109.371279315	123111.468630938	85532.2103719954	235507.023954967	123485.128967892	155946.01443006	74696.0313499269	13584.2265050119	88031.6043782153	121164.747689005	107583.417162204
46	11426.4979146602	388055.36985728	526491.102977767	297376.461963488	234258.976083643	120762.88191383	170993.959963681	114959.666826558	123755.609735613	86579.2148304097	236128.141380783	124576.537936043	157082.797835449	75020.6202965859	13655.0303661698	88355.5477245933	121614.45778117	108097.555356528
47	11408.4084720513	387811.463276603	526246.109444506	297254.785833389	234258.976083643	120641.02229535	172342.002098022	116769.738557557	124319.233202203	87626.2192888239	236645.739235629	125667.946904194	158219.581240837	75345.2092432451	13715.7193900194	88679.4910709713	122192.656471096	108611.693550851
48	11390.3190294423	387567.556695926	526246.109444506	297133.109703289	234137.219859067	120519.162676869	173586.348683567	118499.362656068	124963.374306878	88592.6849427448	237163.337090475	126759.355872344	159253.02070028	75629.2245715718	13816.8677631022	89003.4344173492	122706.610862142	109190.099019465
49	11372.2295868333	387323.650115249	526001.115911245	297011.433573189	234015.463634491	120336.373249149	174830.695269112	120228.986754578	125526.997773468	89559.1505966656	237680.934945321	127850.764840495	160493.148051613	75953.8135182309	13887.6716242601	89327.3777637272	123156.320954307	109768.504488079
50	11360.1699584274	387323.650115249	525756.122377984	296889.75744309	233893.707409916	120153.583821429	176178.737403453	121918.387036843	126090.621240058	90525.6162505865	238302.052371136	128994.145664272	161733.275402945	76237.8288465576	13958.475485418	89610.828191808	123734.519644233	110282.642682403
51	11342.0805158184	387079.743534572	525756.122377984	296646.40518289	233771.95118534	120092.654012189	177319.388440203	123607.787319109	126654.244706649	91451.8125022606	238819.650225982	130085.554632422	162973.402754278	76562.4177932167	14029.2793465759	89934.7715381859	124184.229736398	110796.780876726
52	11330.0208874124	386835.836953895	525266.135311462	296524.729052791	233771.95118534	119909.864584469	178563.735025748	125216.739968886	127298.385811323	92337.7393516881	239440.767651798	131176.963600573	164316.874051555	76846.4331215434	14110.1980450421	90258.7148845639	124633.939828563	111310.91907105
53	11323.9910732094	386835.836953895	525266.135311462	296403.052922691	233650.194960764	119788.004965989	179911.777160089	126865.916434907	127781.491639829	93263.9356033622	239958.365506644	132320.344424349	165557.001402887	77130.4484498701	14191.1167435083	90582.6582309419	125147.894219609	111889.324539664
54	11299.8718163975	386591.930373218	525021.141778201	296281.376792592	233528.438736189	119727.075156748	181052.428196839	128434.64526844	128345.115106419	94149.8624527897	240475.96336149	133411.7533925	166900.472700164	77414.4637781969	14261.9206046662	90866.1086590226	125597.604311774	112403.462733987
