[DATABASE]
Software SN : AFH11119
Software version : Version 5.0.0

[USER]
User name : ACCESS LEVEL

[ANALYSER]
Analyser Type : Fox
Analyser ID : 3

[SEQUENCE]
Sequence name : 20160325-huajiaoyou-1
Sequence ID : 528

[Method]
Method name : huajiaoyou-20160325Method
Inj vol : ##################
Sample temperature : ##################
Method ID : 227

[ANALYSE STEP]
Injection date : 25/03/2016 16:14:07
Order : 7
Analyse step ID : 13064

[SAMPLE]
Sample Name : H3-1

[CHAMBER]
Chamber count : 3
ChSensor count : 6
ChSensor count : 6
ChSensor count : 6
ChControl count : 2
ChControl count : 2
ChControl count : 2
GeneralControl count : 1

[SENSOR NAME]
LY2/LG	LY2/G	LY2/AA	LY2/GH	LY2/gCTL	LY2/gCT	T30/1	P10/1	P10/2	P40/1	T70/2	PA/2	P30/1	P40/2	P30/2	T40/2	T40/1	TA/2	
7	16720.7016276891	326044.410371428	432413.586205565	255276.520949017	208568.412698171	108028.551782654	397534.904203052	223570.013603215	212244.49399029	143201.86501991	400793.671595836	345679.578890244	494358.421558619	117663.493163926	32276.4458507021	145784.565829479	158105.219545409	141130.934341816
8	16744.81222845	327873.380511881	433638.553871869	256493.282250013	209177.193821049	108881.569112015	374309.077770741	214961.884256132	210714.658866687	136194.799633671	398516.434825405	344016.658486683	494772.110614316	117704.066782258	32235.986501469	145865.377673065	158169.46384429	141066.667067526
9	16756.8675288305	329214.625281546	434373.534471652	257466.691290811	209664.218719352	109490.867204416	349839.010636698	201607.216297106	207413.43570523	127899.078544216	393754.939759959	338820.032225555	494772.110614316	117704.066782258	32175.2974776193	145784.565829479	158105.219545409	140873.865244654
10	16744.81222845	330190.076023121	434863.521538174	258196.748071408	209907.731168503	109978.305678336	327027.931104963	186482.652584474	202501.859782086	119844.980399114	386509.186399497	328842.509804189	493531.043447224	117541.772308929	31952.7710568373	145865.377673065	157783.998051006	140231.19250175
11	16708.6463273086	330799.732736606	435108.515071435	258561.776461707	210029.487393079	110282.954724537	307742.200228132	171679.88809977	196463.036925761	112596.292068523	378021.303891527	315331.281525256	489394.152890248	116973.741652275	31507.7182152733	145622.942142307	157077.310763318	139010.114290231
12	16708.6463273086	331165.526764696	435108.515071435	258926.804852006	210151.243617655	110465.744152257	291981.818006206	158486.119754708	189941.108240931	106555.718459696	369326.399858973	299949.267792316	481534.060831994	115918.827575633	30840.1389529272	144814.823706445	155920.913383465	137339.16515868
13	16708.6463273086	331531.320792787	434863.521538174	259170.157112205	210029.487393079	110709.463389217	279332.037538608	147384.046391181	183580.214832269	101642.718591184	361045.538875588	284151.523958487	469950.767272461	114377.030079003	30041.0668055735	143360.210521894	154186.317313686	135218.345107095
14	16660.4251257868	331653.252135484	435108.515071435	259413.509372405	210151.243617655	110831.323007697	269170.738474472	138373.668009187	177541.391975944	97774.1086549929	353385.742465957	269185.240326438	454437.427683801	112307.775544051	29120.6166105206	140935.855214308	152066.255450623	132776.188684058
15	16648.3698254064	331775.183478181	434863.521538174	259535.185502504	210029.487393079	110831.323007697	261497.920813797	131294.084994763	172066.19258621	94794.1728887369	346554.032154664	255466.146997059	436028.264705259	109954.505680772	28220.3960900842	137784.193314447	149689.216392037	130205.497712441
16	16624.2592246455	331775.183478181	434863.521538174	259656.861632604	210029.487393079	110892.252816938	255484.090755431	125743.048313	167315.651939234	92579.3557651683	340757.429466294	243534.629420616	416171.190031775	107438.941344164	27310.0607323396	134066.848509482	147119.444436809	127699.074015113
17	16600.1486238846	331897.114820878	435108.515071435	259656.861632604	210029.487393079	110831.323007697	251046.923633761	121640.108156913	163209.252396934	90928.3102730535	335788.912876263	233348.375181085	395693.581774744	104923.377007556	26500.8737476777	130268.691860932	144613.916780462	125256.917592076
18	16576.0380231237	331775.183478181	434863.521538174	259656.861632604	209907.731168503	110953.182626178	247313.883877125	118663.465298576	159746.993959308	89841.0364123926	331648.482384571	224617.30011863	376043.351629108	102570.107144278	25762.4906241737	126470.535212381	142236.877721876	123071.830266201
19	16539.8721219823	331775.183478181	434863.521538174	259778.537762703	209907.731168503	110892.252816938	244825.190706035	116571.770317042	156848.358988272	89075.9177697052	327922.094942048	217237.46286346	357634.188650566	100297.984517664	25135.3707110607	122914.814094589	140116.815858813	121143.812037488
20	16503.7062208409	331775.183478181	434863.521538174	259656.861632604	209785.974943928	110831.323007697	242958.670827717	115204.123598346	154432.829845742	88713.4931494849	325023.793597863	211104.922045783	340879.781894813	98309.8772193768	24568.9398217974	119763.152194727	138125.242593511	119472.862905936
21	16479.59562008	331775.183478181	434618.528004913	259656.861632604	209664.218719352	110770.393198457	241506.933144581	114480.075335508	152339.371255549	88592.6849427448	322746.556827432	206011.794926018	325986.9758897	96524.6380127517	24093.5424683085	116934.737669211	136519.135121493	118187.517420127
22	16455.4850193191	331653.252135484	434618.528004913	259656.861632604	209785.974943928	110709.463389217	240573.673205422	114158.276107579	150729.018493863	88632.9543449915	320676.341581586	201854.140134373	312955.770635226	94982.840516121	23719.2934879023	114429.570518039	135105.760546118	117094.97375719
23	16419.3191181778	331653.252135484	434618.528004913	259656.861632604	209664.218719352	110587.603770737	240055.195461444	114319.175721543	149440.736284514	88874.5707584717	319020.169384909	198528.016301057	301786.166131391	93643.9111111522	23375.389019421	112328.462584798	133949.363166265	116259.499191414
24	16395.2085174169	331409.38945009	434618.528004913	259656.861632604	209664.218719352	110526.673961497	239744.108815058	114882.324370418	148313.489351333	89277.2647809387	317778.040237401	195721.599316696	292064.473322498	92548.4234161777	23102.2884120976	110712.225713075	133049.942981935	115552.559174219
25	16371.0979166559	331409.38945009	434373.534471652	259535.185502504	209542.462494776	110465.744152257	239640.413266263	115606.372633257	147508.31297049	89760.4976078992	316742.932614478	193538.830551082	283997.536736395	91574.6565762004	22899.9916659322	109338.424372109	132343.255694247	115102.688254186
26	16359.0426162755	331287.458107393	434128.540938391	259535.185502504	209420.7062702	110404.814343017	239744.108815058	116491.32051006	146864.171865815	90324.269239353	315914.846516139	191771.827264633	277171.667317385	90803.757827885	22717.9245943832	108207.058561903	131829.301303202	114781.351882734
27	16322.8767151341	331165.526764696	434128.540938391	259413.509372405	209420.7062702	110282.954724537	240055.195461444	117617.617807809	146300.548399225	90968.5796753002	315293.781942386	190524.53082714	271380.020537618	90195.1535528992	22596.5465466839	107318.128282455	131379.591211037	114524.282785572
28	16298.7661143732	331165.526764696	434128.540938391	259291.833242305	209420.7062702	110222.024915297	240366.282107831	118824.36491254	145978.477846887	91693.4289157409	314879.738893216	189381.175759437	266415.751869247	89667.6965145781	22485.2833362929	106671.633533765	131122.614015514	114395.748236991
29	16262.6002132319	331043.595421999	433883.54740513	259291.833242305	209177.193821049	110100.165296817	240884.759851808	120192.011631236	145656.40729455	92458.5475584282	314465.695844047	188757.527540691	262278.861312271	89261.9603312542	22404.3646378267	106186.762472248	130929.881118872	114395.748236991
30	16250.5449128514	330921.664079303	433883.54740513	259170.157112205	209298.950045625	110039.235487576	241403.237595785	121559.658349931	145575.889656466	93223.6662011155	314258.674319462	188237.820691735	258969.348866691	88977.9450029275	22343.6756139771	105782.703254317	130865.636819991	114460.015511282
31	16214.37901171	330921.664079303	433883.54740513	259170.157112205	209177.193821049	109978.305678336	242025.410888558	123007.754875609	145414.854380297	94029.0542460496	314051.652794878	188029.937952153	256280.370004656	88693.9296746008	22343.6756139771	105621.079567145	130865.636819991	114588.550059862
32	16214.37901171	330799.732736606	433883.54740513	259170.157112205	209177.193821049	109917.375869096	242647.58418133	124536.301208268	145414.854380297	94834.4422909836	313844.631270293	187822.05521257	254005.08019832	88572.2088196036	22303.216264744	105378.644036386	130929.881118872	114717.084608443
33	16190.2684109491	330799.732736606	433638.553871869	259048.480982106	209055.437596473	109856.446059856	243269.757474103	126064.847540928	145495.372018381	95639.8303359177	313844.631270293	187822.05521257	252365.915996161	88450.4879646065	22323.4459393605	105297.8321928	130994.125417753	114974.153705605
34	16166.1578101882	330677.801393909	433638.553871869	259048.480982106	209055.437596473	109734.586441376	243995.626315671	127673.84368057	145575.889656466	96445.2183808517	313844.631270293	187925.996582362	251022.444698885	88409.9143462741	22343.6756139771	105217.020349214	131186.858314395	115166.955528477
35	16129.9919090469	330555.870051212	433638.553871869	259048.480982106	208933.681371898	109612.726822896	244721.495157239	129202.390013229	145736.924932634	97331.1452302792	313844.631270293	188237.820691735	249989.005239441	88369.3407279417	22353.7904512854	105297.8321928	131315.346912156	115488.291899929
36	16117.9366086664	330555.870051212	433393.560338608	259048.480982106	208811.925147322	109551.797013656	245551.059547603	130811.386152871	145978.477846887	98136.5332752132	314051.652794878	188549.644801108	249265.59761783	88328.7671096093	22374.0201259019	105297.8321928	131508.079808798	115745.360997091
37	16105.881308286	330433.938708515	433393.560338608	258926.804852006	208811.925147322	109490.867204416	246276.928389171	132420.382292513	146220.03076114	98982.1907223939	314258.674319462	188965.410280273	248852.221834053	88409.9143462741	22424.5943124433	105378.644036386	131700.81270544	116002.430094252
38	16081.7707075251	330312.007365818	433393.560338608	258805.128721906	208811.925147322	109369.007585936	247106.492779534	133948.928625172	146381.066037309	99787.578767328	314258.674319462	189485.117129228	248645.533942164	88491.0615829389	22454.9388243681	105459.455879972	132022.034199844	116323.766465705
39	16069.7154071446	330312.007365818	433393.560338608	258805.128721906	208690.168922746	109308.077776696	247936.057169898	135477.474957832	146703.136589646	100633.236214509	314672.717368632	190004.823978184	248645.533942164	88531.6352012712	22495.3981736012	105540.267723559	132214.767096486	116645.102837157
40	16045.6048063837	330190.076023121	433148.566805347	258683.452591807	208811.925147322	109247.147967455	248869.317109057	137006.021290492	146944.689503899	101398.354857196	314879.738893216	190524.53082714	248955.565779997	88653.3560562684	22556.0871974508	105701.891410731	132407.499993128	116966.439208609
41	16045.6048063837	330068.144680424	433148.566805347	258683.452591807	208690.168922746	109125.288348975	249595.185950625	138534.567623151	147266.760056237	102203.74290213	315086.760417801	191148.179045887	249162.253671886	88775.0769112656	22606.6613839922	105863.515097903	132728.721487532	117287.775580061
42	16009.4389052423	330068.144680424	433148.566805347	258683.452591807	208568.412698171	109125.288348975	250424.750340989	140063.113955811	147588.830608574	103009.130947064	315293.781942386	191771.827264633	249678.973401608	88896.7977662627	22667.3504078419	106025.138785076	132985.698683055	117609.111951513
43	16009.4389052423	329824.281995031	432903.573272087	258561.776461707	208690.168922746	109064.358539735	251358.010280147	141511.210481488	147910.901160911	103774.249589752	315500.80346697	192395.47548338	250195.69313133	89018.5186212599	22687.5800824584	106267.574315834	133242.675878577	117994.715597256
44	15985.3283044814	329946.213337728	432903.573272087	258561.776461707	208446.656473595	109003.428730495	252187.574670511	142959.307007166	148232.971713249	104539.368232439	315914.846516139	193123.065071918	250919.10075294	89221.3867129218	22738.1542689998	106429.198003007	133563.897372981	118251.784694418
45	15985.3283044814	329702.350652334	432903.573272087	258561.776461707	208446.656473595	108881.569112015	253017.139060875	144407.403532843	148555.042265586	105304.486875126	316121.868040724	193850.654660456	251745.852320495	89343.107567919	22819.072967466	106590.821690179	133820.874568504	118637.388340161
46	15973.273004101	329702.350652334	432903.573272087	258440.100331608	208446.656473595	108820.639302775	253846.703451238	145855.500058521	148957.630456008	106029.336115567	316535.911089893	194578.244248994	252572.60388805	89505.4020412486	22899.9916659322	106752.445377351	134142.096062907	118958.724711613
47	15949.1624033401	329580.419309637	432658.579738826	258318.424201508	208446.656473595	108759.709493535	254676.267841602	147223.146777216	149279.701008345	106754.185356007	316742.932614478	195201.892467741	253502.69940155	89667.6965145781	22930.336177857	106914.069064524	134399.07325843	119280.061083065
48	15925.0518025792	329580.419309637	432658.579738826	258196.748071408	208446.656473595	108759.709493535	255505.832231965	148590.793495912	149682.289198766	107479.034596448	316949.954139062	196033.42342607	254432.794915049	89829.9909879077	23001.1400390149	107156.504595282	134656.050453953	119601.397454517
49	15925.0518025792	329580.419309637	432658.579738826	258318.424201508	208324.900249019	108698.779684295	256439.092171124	149958.440214607	150084.877389188	108203.883836889	317363.997188232	196761.013014607	255569.578320437	89992.2854612372	23061.8290628645	107318.128282455	134913.027649476	119987.00110026
50	15912.9965021987	329458.48796694	432413.586205565	258196.748071408	208203.144024443	108698.779684295	257268.656561488	151245.637126321	150406.947941525	108888.463675083	317571.018712816	197592.543972937	256603.017779881	90154.5799345668	23142.7477613307	107560.563813213	135298.49344276	120308.337471712
51	15900.9412018183	329458.48796694	432413.586205565	258196.748071408	208203.144024443	108576.920065815	258098.220951851	152532.834038034	150809.536131947	109573.043513277	317985.061761986	198320.133561474	257843.145131213	90357.4480262287	23173.0922732556	107722.187500386	135491.226339402	120629.673843164
52	15888.8859014378	329336.556624243	432413.586205565	258075.071941309	208203.144024443	108455.060447334	259031.48089101	153820.030949747	151212.124322369	110217.353949224	318192.08328657	199151.664519803	258979.928536601	90519.7424995583	23213.5516224886	107883.811187558	135812.447833805	120951.010214617
53	15876.8306010573	329214.625281546	432168.592672304	258075.071941309	208081.387799868	108394.130638094	259861.045281374	155107.227861461	151614.71251279	110901.933787418	318606.12633574	199879.254108341	260220.055887934	90722.6105912202	23274.2406463383	108126.246718317	136069.425029328	121208.079311778
54	15876.8306010573	329214.625281546	432413.586205565	257953.395811209	207959.631575292	108394.130638094	260690.609671737	156313.974966192	152017.300703212	111546.244223365	318813.147860324	200606.843696879	261563.527185211	90884.9050645498	23365.2741821128	108287.870405489	136390.646523732	121593.682957521
55	15864.7753006769	329214.625281546	432413.586205565	257953.395811209	207959.631575292	108333.200828854	261520.174062101	157520.722070923	152339.371255549	112190.554659312	319227.190909493	201542.316024999	262700.310590599	91047.1995378793	23415.8483686541	108611.117779834	136647.623719255	121915.019328973
56	15852.7200002964	329092.693938849	432168.592672304	257953.395811209	208081.387799868	108272.271019614	262453.43400126	158727.469175655	152741.959445971	112794.595693013	319641.233958663	202269.905613537	264043.781887876	91250.0676295413	23476.5373925038	108691.92962342	136904.600914777	122172.088426135
57	15852.7200002964	329092.693938849	432168.592672304	257831.719681109	207837.875350716	108211.341210374	263282.998391623	159853.766473404	153225.065274477	113438.90612896	319848.255483247	202997.495202075	265283.909239208	91412.3621028708	23537.2264163534	109015.176997765	137225.822409181	122493.424797587
58	15852.7200002964	328970.762596153	432168.592672304	257710.04355101	207959.631575292	108211.341210374	264112.562781987	160980.063771153	153547.135826814	114002.677760414	320262.298532417	203829.026160404	266627.380536485	91574.6565762004	23567.5709282782	109176.800684937	137418.555305823	122814.761169039
59	15840.664699916	328848.831253456	431923.599139043	257831.719681109	207837.875350716	108089.481591894	264942.12717235	162106.361068902	153949.724017236	114606.718794114	320676.341581586	204660.557118733	267970.851833762	91736.9510495299	23628.2599521279	109338.424372109	137675.532501346	123007.562991911
60	15828.6093995355	328848.831253456	431678.605605782	257710.04355101	207837.875350716	108028.551782654	265771.691562714	163232.658366651	154352.312207658	115170.490425568	320883.36310617	205388.146707271	269314.323131039	91939.8191411919	23688.9489759775	109500.048059282	137996.753995749	123328.899363363
61	15828.6093995355	328726.899910759	431923.599139043	257710.04355101	207837.875350716	107967.621973414	266601.255953077	164278.505857418	154674.382759995	115734.262057022	321297.40615534	206219.6776656	270657.794428316	92102.1136145214	23729.4083252106	109742.48359004	138189.486892391	123650.235734815
62	15816.5540991551	328604.968568062	431923.599139043	257588.36742091	207837.875350716	107967.621973414	267430.820343441	165324.353348186	155076.970950416	116298.033688476	321711.449204509	206947.267254138	272001.265725593	92264.408087851	23810.3270236768	109904.107277213	138446.464087914	123907.304831977
63	15816.5540991551	328604.968568062	431678.605605782	257588.36742091	207716.119126141	107967.621973414	268156.689185009	166370.200838953	155479.559140838	116861.80531993	321918.470729094	207674.856842676	273344.737022869	92426.7025611805	23871.0160475265	110146.542807971	138703.441283437	124164.373929139
64	15804.4987987746	328604.968568062	431678.605605782	257466.691290811	207594.362901565	107906.692164174	268986.253575372	167335.598522738	155882.14733126	117385.307549137	322332.513778263	208506.387801005	274688.208320146	92588.9970345101	23901.3605594513	110308.166495144	139024.662777841	124485.710300591
65	15804.4987987746	328483.037225365	431678.605605782	257345.015160711	207594.362901565	107906.692164174	269815.817965736	168381.446013505	156284.735521681	117908.809778344	322746.556827432	209337.918759334	276135.023563367	92791.865126172	23962.0495833009	110469.790182316	139217.395674483	124742.779397753
66	15792.4434983942	328361.105882668	431433.612072521	257466.691290811	207594.362901565	107784.832545694	270645.382356099	169266.393890308	156687.323712103	118432.312007551	323160.599876601	210065.508347872	277375.1509147	92954.1595995016	24012.6237698423	110712.225713075	139474.372870005	124999.848494915
67	15792.4434983942	328361.105882668	431433.612072521	257466.691290811	207472.606676989	107784.832545694	271474.946746463	170231.791574093	157009.39426444	118915.544834512	323367.621401186	210793.09793641	278821.966157921	93075.8804544987	24073.3127936919	110954.661243833	139731.350065528	125256.917592076
68	15792.4434983942	328361.105882668	431433.612072521	257345.015160711	207472.606676989	107723.902736454	272304.511136826	171197.189257878	157411.982454862	119439.047063719	323781.664450355	211520.687524948	280268.781401142	93238.1749278283	24123.8869802333	111116.284931006	139988.327261051	125449.719414948
69	15792.4434983942	328239.174539971	431433.612072521	257223.339030611	207472.606676989	107662.972927214	272926.684429599	172082.137134681	157814.570645284	119962.549292926	323988.68597494	212352.218483277	281508.908752475	93441.0430194902	24214.9205160078	111277.908618178	140181.060157693	125706.788512109
70	15792.4434983942	328117.243197275	431433.612072521	257101.662900512	207350.850452414	107662.972927214	273859.944368758	173047.534818466	158217.158835705	120405.51271764	324402.729024109	213079.808071815	282852.380049752	93603.3374928198	24255.3798652409	111520.344148936	140438.037353216	126028.124883562
71	15792.4434983942	328117.243197275	431433.612072521	257223.339030611	207350.850452414	107541.113308733	274689.508759122	173932.482695269	158619.747026127	120888.7455446	324816.772073278	213911.339030144	284195.851347029	93765.6319661493	24295.839214474	111762.779679695	140695.014548739	126285.193980723
72	15768.3328976333	328117.243197275	431188.61853926	257223.339030611	207229.094227838	107541.113308733	275311.682051894	174736.98076509	159022.335216549	121371.97837156	325230.815122448	214638.928618682	285642.66659025	93887.3528211465	24346.4134010153	111843.591523281	140951.991744262	126542.263077885
73	15768.3328976333	327995.311854578	431188.61853926	256979.986770412	207350.850452414	107480.183499493	276244.941991053	175702.378448875	159344.405768886	121814.941796274	325437.836647032	215470.459577011	286986.137887527	94049.6472944761	24396.9875875567	112086.02705404	141144.724640904	126735.064900757
74	15768.3328976333	327995.311854578	430943.625005999	256979.986770412	207229.094227838	107480.183499493	276970.810832621	176506.876518695	159746.993959308	122257.905220988	325851.879696201	216094.107795757	288329.609184804	94211.9417678056	24437.4469367898	112328.462584798	141337.457537546	126927.866723628
75	15768.3328976333	327873.380511881	430943.625005999	256979.986770412	207229.094227838	107419.253690253	277696.679674189	177311.374588516	160069.064511645	122660.599243455	326265.922745371	216821.697384295	289776.424428025	94374.2362411352	24488.0211233312	112490.086271971	141594.434733069	127120.668546499
76	15768.3328976333	327873.380511881	430943.625005999	256979.986770412	207229.094227838	107297.394071773	278526.244064553	178115.872658337	160471.652702066	123103.562668169	326472.944269955	217549.286972833	290913.207833413	94536.5307144647	24528.4804725643	112651.709959143	141787.167629711	127377.737643661
77	15768.3328976333	327751.449169184	430943.625005999	256979.986770412	207107.338003262	107297.394071773	279252.112906121	178920.370728158	160793.723254404	123506.256690636	326886.987319125	218276.876561371	292256.67913069	94698.8251877943	24568.9398217974	112894.145489902	142044.144825234	127634.806740823
78	15780.3881980137	327751.449169184	430698.631472738	256858.310640312	207107.338003262	107297.394071773	279977.981747689	179644.418990997	161196.311444825	123908.950713103	327094.008843709	219004.466149909	293703.494373911	94820.5460427915	24609.3991710304	113055.769177074	142236.877721876	127763.341289404
79	15768.3328976333	327751.449169184	430698.631472738	256858.310640312	207107.338003262	107236.464262533	280703.850589257	180448.917060818	161518.381997163	124311.64473557	327508.051892878	219732.055738447	294840.277779299	94942.2668977886	24649.8585202635	113217.392864246	142429.610618518	128020.410386565
80	15768.3328976333	327751.449169184	430698.631472738	256858.310640312	207107.338003262	107175.534453293	281533.414979621	181172.965323656	161920.970187584	124714.338758037	327922.094942048	220459.645326985	296183.749076576	95104.5613711182	24690.3178694966	113379.016551419	142622.34351516	128213.212209437
81	15768.3328976333	327507.58648379	430698.631472738	256736.634510213	206985.581778686	107114.604644053	282259.283821189	181897.013586495	162243.040739922	125117.032780504	328129.116466632	221187.234915523	297527.220373853	95266.8558444477	24740.892056038	113621.452082177	142879.320710683	128406.014032308
82	15768.3328976333	327507.58648379	430698.631472738	256614.958380113	206985.581778686	107114.604644053	282985.152662757	182621.061849334	162645.628930343	125519.726802971	328543.159515802	221914.824504061	298870.69167113	95429.1503177773	24791.4662425794	113783.07576935	143007.809308444	128598.815855179
83	15768.3328976333	327507.58648379	430453.637939477	256614.958380113	206985.581778686	107053.674834813	283711.021504325	183345.110112173	162967.699482681	125882.151423191	328750.181040386	222538.472722807	300110.819022462	95510.297554442	24842.0404291207	113944.699456522	143200.542205086	128791.617678051
84	15756.2775972528	327385.655141093	430698.631472738	256614.958380113	206863.825554111	106992.745025573	284436.890345893	184069.158375011	163370.287673102	126244.576043411	329164.224089555	223266.062311345	301350.946373795	95672.5920277716	24892.6146156621	114187.134987281	143457.519400609	128984.419500922
85	15756.2775972528	327385.655141093	430453.637939477	256493.282250013	206742.069329535	106992.745025573	285162.759187461	184712.756830868	163692.35822544	126607.000663632	329578.267138725	223993.651899883	302591.073725127	95794.3128827687	24943.1888022035	114348.758674453	143650.252297251	129177.221323793
86	15768.3328976333	327385.655141093	430453.637939477	256493.282250013	206863.825554111	106931.815216333	285992.323577825	185356.355286725	164014.428777777	126969.425283852	329785.288663309	224721.241488421	303934.545022404	95956.6073560983	24963.41847682	114510.382361625	143842.985193893	129370.023146665
87	15756.2775972528	327263.723798396	430453.637939477	256493.282250013	206742.069329535	106931.815216333	286718.192419393	186080.403549564	164417.016968199	127291.580501826	330199.331712479	225448.831076959	305071.328427792	96078.3282110955	25013.9926633614	114752.817892384	144035.718090535	129562.824969536
88	15756.2775972528	327141.7924557	430208.644406216	256371.606119914	206742.069329535	106931.815216333	287340.365712165	186643.552198438	164739.087520536	127654.005122046	330613.374761648	226176.420665497	306414.799725069	96240.622684425	25054.4520125945	114833.62973597	144228.450987177	129755.626792407
89	15756.2775972528	327141.7924557	430453.637939477	256371.606119914	206742.069329535	106809.955597852	288066.234553733	187367.600461277	165061.158072873	127976.16034002	331027.417810817	226800.068884244	307654.927076402	96362.3435394222	25115.1410364441	115076.065266729	144421.18388382	129884.161340988
90	15768.3328976333	327141.7924557	430208.644406216	256371.606119914	206742.069329535	106809.955597852	288792.103395301	188011.198917134	165463.746263295	128338.58496024	331234.439335402	227423.717102991	308791.71048179	96524.6380127517	25145.485548369	115237.688953901	144613.916780462	130076.96316386
91	15780.3881980137	327019.861113003	430208.644406216	256249.929989814	206620.313104959	106749.025788612	289517.97223687	188574.347566008	165785.816815632	128660.740178213	331648.482384571	228151.306691528	310031.837833122	96646.3588677489	25196.0597349103	115480.12448466	144806.649677104	130269.764986731
92	15756.2775972528	326897.929770306	429963.650872955	256249.929989814	206620.313104959	106627.166170132	290243.841078438	189137.496214883	166107.887367969	128982.895396187	331855.503909156	228878.896280066	311271.965184455	96768.0797227461	25226.4042468352	115560.936328246	144999.382573746	130462.566809602
93	15756.2775972528	326897.929770306	429963.650872955	256249.929989814	206620.313104959	106688.095979372	290866.01437121	189781.09467074	166429.957920307	129264.781211914	332269.546958325	229502.544498813	312408.748589843	96889.8005777432	25276.9784333765	115803.371859004	145127.871171507	130591.101358183
94	15744.2222968724	326897.929770306	429963.650872955	256128.253859715	206498.556880384	106688.095979372	291591.883212778	190344.243319614	166832.546110728	129586.936429888	332476.568482909	230126.19271756	313648.875941175	97011.5214327404	25307.3229453013	115884.18370259	145320.604068149	130719.635906764
95	15744.2222968724	326897.929770306	429963.650872955	256128.253859715	206620.313104959	106688.095979372	292317.752054346	190907.391968489	167074.099024981	129868.822245615	332890.611532079	230853.782306098	314889.003292508	97133.2422877376	25368.011969151	116126.619233349	145449.092665911	130912.437729635
96	15756.2775972528	326775.998427609	429963.650872955	256128.253859715	206498.556880384	106627.166170132	292939.925347119	191470.540617363	167396.169577319	130190.977463588	333097.633056663	231581.371894636	316025.786697896	97254.9631427347	25357.8971318427	116288.242920521	145641.825562553	131040.972278216
97	15768.3328976333	326654.067084912	429718.657339694	256006.577729615	206498.556880384	106566.236360892	293665.794188687	192033.689266238	167718.240129656	130432.593877068	333511.676105833	232101.078743591	317162.570103284	97417.2576160643	25438.8158303089	116530.67845128	145770.314160314	131233.774101088
